categoria,titulo,descripcion,tiempo_preparacion,tiempo_cocina,tiempo_total,porciones,ingredientes,pasos,url
Meatballs,Garlic Ginger Chicken Meatball Bowls,"Chicken meatballs star in this dish. In fact, they can be used for Asian-inspired lettuce wraps, in soup, or in a stir-fry. The cooking technique ensures that the meatballs stay tender.",20 mins,15 mins,35 mins,4,"1  ground chicken
4 cloves garlic, minced
1 piece fresh ginger, peeled and minced
1/2  onion, finely minced
1 tablespoon light soy sauce
1 tablespoon sake
1 large egg, lightly beaten
1/4 cup panko breadcrumbs
1/4 cup green onions
2 teaspoons light soy sauce
1 teaspoon dark soy sauce
1 tablespoon honey
1 teaspoon oyster sauce
1/2 cup water
1/2 teaspoon cornstarch
1 teaspoon sesame seed
2 cups vegetables
2 cups jasmine rice","Paso 1: Combine ground chicken, garlic, ginger, onion, 1 tablespoon light soy sauce, sake, egg, panko, and green onions in a bowl. Gently mix and form into 1-inch meatballs. Place shaped meatballs onto a parchment lined tray.
Paso 2: For sauce, whisk together 2 teaspoons light soy sauce, dark soy sauce, honey, oyster sauce, water, and cornstarch in a bowl; set aside.
Paso 3: Bring a large pot of water to a boil over high heat. Using a spider or slotted spoon, carefully lower chicken meatballs into boiling water - you may have to do this in batches. Cook until meatballs float to the top, 3 to 4 minutes. Remove meatballs with a spider or slotted spoon.
Paso 4: Heat sesame oil in a wok. Add chicken meatballs, and cook until lightly browned, about 3 minutes. Pour sauce ingredients into the wok. Add the mixed vegetables, toss to mix. Cook until vegetables are crisp-tender, about 5 minutes.
Paso 5: Place 1/2 cup cooked jasmine rice in each bowl or on each plate. Add cooked vegetables and chicken meatballs. Serve immediately.",https://www.allrecipes.com/garlic-ginger-chicken-meatball-bowls-recipe-7570245
Meatballs,Mediterranean Turkey Meatball Sheet Pan Dinner,"This ground turkey meatball sheet pan dinner takes on all the flavors of fresh herbs, shallot, garlic, and lemon zest you’ll find in Greek cooking. They add loads of flavor to both the turkey meatballs and the veggies. Give the meatballs a head start in the oven, and toss in a few veggies with some of the seasonings, olive oil, and lemon juice for a complete dinner, done on a sheet pan.",20 mins,30 mins,50 mins,4,"2 tablespoons parsley
1 tablespoon minced fresh rosemary
1 tablespoon fresh oregano
1 tablespoon fresh dill
1 tablespoon fresh mint
1 teaspoon kosher salt, or to taste
1/2 teaspoon black pepper
2/3 cup breadcrumbs
1/3 cup minced shallot
1 clove garlic, minced
1/2  lemon, zested
1 large egg, lightly beaten
2 tablespoons olive oil
1 pound ground turkey
cooking spray
1/2  lemon, juiced
1/2 red or yellow bell pepper, sliced
1/2  green bell pepper, sliced
1/2 small red onion, sliced
1  zucchini, sliced
1/2 cup feta cheese
1/2 cup tomatoes
2 tablespoons alamata olives","Paso 1: Preheat the oven to 400 degrees F (200 degrees C). Line a sheet pan with foil or parchment paper.
Paso 2: In a large bowl, combine parsley, rosemary, oregano, dill, mint, salt, and pepper. Stir to combine. Set aside 2 tablespoons of herbs to use with vegetables later in the recipe.
Paso 3: To the large bowl, add breadcrumbs, shallot, garlic, and lemon zest; stir to combine. Whisk beaten egg with 1 tablespoon olive oil, and stir into the breadcrumb mixture. Add ground turkey.
Paso 4: Mix all ingredients well using your hands. If meatballs seem too wet, work in another tablespoon of bread crumbs. Form into 18 (1 1/4-inch) meatballs and place on the prepared pan. Spray meatballs with olive oil spray.
Paso 5: Bake in the preheated oven for 15 minutes.
Paso 6: Meanwhile, combine lemon juice, reserved 2 tablespoons herb mixture, and remaining 1 tablespoon olive oil, and toss with red pepper, green pepper, red onion, and zucchini slices.
Paso 7: Remove meatballs from the oven; distribute vegetables around the meatballs on the pan.
Paso 8: Return the pan to the oven; continue baking until vegetables are tender and meatballs are no longer pink in the center, about 15 minutes. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C).
Paso 9: Sprinkle with crumbled feta cheese, chopped tomatoes, and olives. Serve warm.",https://www.allrecipes.com/mediterranean-turkey-meatball-sheet-pan-dinner-recipe-7562426
Meatballs,Meatball Casserole,"When you have meatballs in the freezer to use up, this is a great go-to meal. I created it to feed two comfortably, and it can easily be doubled to feed a crowd.",10 mins,45 mins,55 mins,4,"8  rotini pasta
1 (24 ounce) jar prepared marinara sauce
1 cup water
½ cup prepared pizza sauce
½ cup milk
10  frozen cooked meatballs, thawed
¼ cup grated Parmesan cheese, or to taste","Paso 1: Preheat oven to 425 degrees F (220 degrees C).
Paso 2: Stir rotini, marinara sauce, water, pizza sauce, and milk together in a bowl. Pour into a deep baking dish; pasta should be completely submerged in sauce. Cover dish tightly with foil.
Paso 3: Bake in the preheated oven for 20 minutes; uncover and arrange meatballs on top, pushing them partially into pasta and sauce; cover tightly with foil.
Paso 4: Bake until pasta is tender yet firm to the bite, 20 to 30 minutes more.
Paso 5: Uncover; sprinkle with Parmesan cheese; return to oven for 5 minutes. Remove and let cool 5 minutes before serving.",https://www.allrecipes.com/recipe/8541312/meatball-casserole/
Meatballs,Chef John's Italian Meatballs,"These Italian meatballs are very easy to make, and since we skip the messy step of pan-frying the meatballs, it becomes downright simple! Here I use a standard half-beef/half-pork mixture. Once the meatballs are baked, add them to your favorite prepared tomato sauce and simmer for 1 to 2 hours.",20 mins,35 mins,2 hrs 15 mins,8,"⅓ cup plain bread crumbs
½ cup milk or beef broth
2 tablespoons olive oil
1  onion, diced
1 pound ground beef
1 pound ground pork
2 large eggs
2 tablespoons grated Parmesan cheese
¼ bunch fresh parsley, chopped
3 cloves garlic, crushed
2 teaspoons salt
1 teaspoon ground black pepper
1 teaspoon dried Italian herb seasoning
½ teaspoon red pepper flakes","Paso 1: Gather all ingredients.
Paso 2: Cover a baking sheet with foil and spray lightly with cooking spray. Soak bread crumbs in milk in a small bowl for 20 minutes.
Paso 3: Meanwhile, heat olive oil in a skillet over medium heat. Add onion; cook and stir until onion has softened and turned translucent, about 5 minutes. Reduce heat to low and continue cooking and stirring until onion is very tender, about 15 minutes more.
Paso 4: Gently stir beef and pork together in a large bowl. Add onions, bread crumb mixture, eggs, Parmesan cheese, parsley, garlic, salt, black pepper, Italian herb seasoning, and red pepper flakes; mix together using a rubber spatula until combined. Cover and refrigerate for about one hour.
Paso 5: Preheat the oven to 425 degrees F (220 degrees C).
Paso 6: Form mixture into balls about 1 ½ inches in diameter; arrange in a single layer on the prepared baking sheet.
Paso 7: Bake in the preheated oven until browned and cooked through, 15 to 20 minutes.
Paso 8: Serve with your favorite tomato sauce. Enjoy!",https://www.allrecipes.com/recipe/220854/chef-johns-italian-meatballs/
Meatballs,The Best Meatballs,"Learn how to make meatballs with this recipe that is the best meatball recipe I have ever tried! I've used the combination of pork, beef, and veal but you can make them with just ground beef and they still taste great. Definitely use fresh bread crumbs and freshly grate your cheese instead of using the canned variety... It really does make a difference!",30 mins,30 mins,1 hr,8,"1 pound ground beef
½ pound ground veal
½ pound ground pork
1 cup freshly grated Romano cheese
2  eggs
2 cloves garlic, minced
1 ½ tablespoons chopped Italian flat leaf parsley
salt and ground black pepper to taste
2 cups stale Italian bread, crumbled
1 ½ cups lukewarm water
1 cup olive oil",,https://www.allrecipes.com/recipe/40399/the-best-meatballs/
Meatballs,Italian Baked Meatballs,This recipe makes baked meatballs that are tender and tasty. I also freeze these meatballs and take out how many servings I need for each meal.,15 mins,30 mins,45 mins,5,"1 cup Italian-seasoned bread crumbs
¼ cup grated Romano cheese
2 tablespoons chopped fresh parsley
½ teaspoon salt
½ teaspoon ground black pepper
½ teaspoon garlic powder
½ teaspoon onion powder
½ cup water
2  eggs, beaten
1 ½ pounds ground beef",,https://www.allrecipes.com/recipe/268249/italian-baked-meatballs/
Meatballs,Air Fryer Meatballs,"After trying air fryer meatballs, I will never bake them in the oven again. The insides stay nice and tender while the outsides get a slight crisp on them. The best part is that you can make them ahead of time and freeze for later use. I have included those directions in the notes. Dip meatballs in marinara, if desired.",10 mins,20 mins,35 mins,4,"16 ounces lean ground beef
4 ounces ground pork
½ cup grated Parmesan cheese
⅓ cup Italian seasoned bread crumbs
1  egg
2 cloves garlic, minced
1 teaspoon Italian seasoning
½ teaspoon salt",,https://www.allrecipes.com/recipe/275548/air-fryer-meatballs/
Meatballs,Easy Swedish Meatball Sauce,A rich and creamy Swedish meatball sauce makes a comforting meal when served over pre-cooked meatballs. This quick and easy recipe makes a generous amount of sauce for 10 ounces of frozen meatballs. Serve over egg noodles or rice.,5 mins,15 mins,20 mins,4,"1 cup beef stock
1 cup heavy cream
3 tablespoons all-purpose flour
1 tablespoon soy sauce
½ teaspoon ground black pepper, or more to taste
½ teaspoon dried rosemary, crushed, or more to taste
10 ounces frozen cooked meatballs, thawed",,https://www.allrecipes.com/recipe/218894/easy-swedish-meatball-sauce/
Meatballs,Italian Spaghetti Sauce with Meatballs,This is an Italian-style pasta sauce with homemade meatballs that's cooked slowly over low heat for an intense tomato flavor. It's easy to make the spaghetti sauce ahead of time; gently reheat and add meatballs 30 minutes before you're ready to serve with your favorite pasta.,20 mins,2 hrs,2 hrs 20 mins,6,"1 pound lean ground beef
1 cup fresh bread crumbs
1 tablespoon dried parsley
1 tablespoon grated Parmesan cheese
¼ teaspoon ground black pepper
⅛ teaspoon garlic powder
1  egg, beaten
¾ cup chopped onion
5 cloves garlic, minced
¼ cup olive oil
2 (28 ounce) cans whole peeled tomatoes
2 teaspoons salt
1 teaspoon white sugar
1  bay leaf
1 (6 ounce) can tomato paste
¾ teaspoon dried basil
½ teaspoon ground black pepper","Paso 1: Gather all ingredients.
Paso 2: In a large bowl, combine ground beef, bread crumbs, parsley, Parmesan, 1/4 teaspoon black pepper, garlic powder and beaten egg. Mix well and form into 12 balls. Store, covered, in refrigerator until needed.
Paso 3: In a large saucepan over medium heat, saute onion and garlic in olive oil until onion is translucent.
Paso 4: Stir in tomatoes, salt, sugar and bay leaf. Cover, reduce heat to low, and simmer 90 minutes.
Paso 5: Stir in tomato paste, basil, 1/2 teaspoon pepper and meatballs and simmer 30 minutes more.
Paso 6: Serve hot and enjoy!",https://www.allrecipes.com/recipe/21353/italian-spaghetti-sauce-with-meatballs/
Meatballs,Meatball Sandwich,"Meatball sub made with deliciously seasoned homemade meatballs, tomato sauce, and melted provolone cheese served on a lightly toasted baguette.",20 mins,20 mins,40 mins,4,"1 pound ground beef
¾ cup bread crumbs
1 large egg, beaten
2 cloves garlic, minced
2 tablespoons grated Parmesan cheese
2 tablespoons chopped fresh parsley
2 teaspoons dried Italian seasoning
1  French baguette
1 tablespoon extra-virgin olive oil
½ teaspoon garlic powder
1 pinch salt, or to taste
1 (14 ounce) jar spaghetti sauce
4 slices provolone cheese",,https://www.allrecipes.com/recipe/90321/meatball-sandwich/
Meatballs,Sweet and Sour Meatballs,This sweet and sour meatball recipe came from my mother-in-law. I got it shortly after I was married and now it is a favorite of our kids. I like to serve it over rice.,5 mins,15 mins,20 mins,5,"1 pound ground beef
1 cup dry bread crumbs
1  onion, chopped
1  egg
salt and pepper to taste
1 cup brown sugar
1 cup water
½ cup ketchup
½ cup cider vinegar
2 tablespoons soy sauce
2 tablespoons cornstarch","Paso 1: Make meatballs: Mix beef, bread crumbs, onion, egg, salt, and pepper together in a large bowl until well combined.
Paso 2: Shape mixture into 1 1/2-inch diameter balls.
Paso 3: Cook meatballs in a large nonstick skillet over medium heat until evenly browned and cooked through.
Paso 4: Make sauce: Mix brown sugar, water, ketchup, vinegar, soy sauce, and cornstarch together in a medium bowl until smooth.
Paso 5: Pour sauce over meatballs. Reduce heat to low and simmer until sauce is thick, 3 to 5 minutes.
Paso 6: Serve hot and enjoy!",https://www.allrecipes.com/recipe/16305/sweet-and-sour-meatballs-ii/
Meatballs,Easy Slow Cooker Swedish Meatballs,This Swedish meatball crockpot recipe is a perfect make-ahead slow cooker family meal. Serve over wide egg noodles. Meatballs can also be served without noodles as an appetizer.,10 mins,4 hrs 30 mins,4 hrs 40 mins,6,"2 cups beef broth
1 (10.5 ounce) can condensed cream of mushroom soup
2 tablespoons steak sauce
1 tablespoon Worcestershire sauce
1 teaspoon garlic powder
½ teaspoon paprika
½ teaspoon salt
½ teaspoon ground black pepper
1 (28 ounce) package frozen cooked meatballs, thawed
1  onion, diced
1 cup sour cream","Paso 1: Gather all ingredients.
Paso 2: Whisk together beef broth and condensed soup in a slow cooker. Add steak sauce, Worcestershire sauce, garlic powder, paprika, salt, and pepper.
Paso 3: Stir in meatballs and onion. Cook on High for 4 hours.
Paso 4: Stir in sour cream. Continue cooking until sauce is heated through, about 30 minutes.
Paso 5: Serve and enjoy!",https://www.allrecipes.com/recipe/276506/easy-slow-cooker-swedish-meatballs/
Meatballs,Porcupine Meatballs,These porcupine meatballs are by far the best I have ever had. This recipe was given to my mom when she married back in 1970. The recipe includes directions for stovetop cooking and baking in the oven. I hope you enjoy it as much as our family does.,15 mins,55 mins,1 hr 10 mins,4,"1 pound lean ground beef
½ cup uncooked long grain white rice
½ cup water
⅓ cup chopped onion
1 teaspoon kosher salt
½ teaspoon celery salt
⅛ teaspoon garlic powder
⅛ teaspoon ground black pepper
1 tablespoon canola oil
1 (15 ounce) can tomato sauce
1 cup low sodium chicken stock, or more as needed
2 teaspoons Worcestershire sauce
1 teaspoon granulated sugar",,https://www.allrecipes.com/recipe/218493/melindas-porcupine-meatballs/
Meatballs,Swedish Meatballs (Svenska Kottbullar),"These Swedish meatballs are a Christmas tradition in our family. We frequently double the recipe and keep it warm in a slow cooker. Worth the effort, and the meatballs are even better the next day! Reserve brown gravy and add sour cream to it the day you serve the leftovers.",25 mins,1 hr,1 hr 35 mins,6,"2 slices day-old white bread, crumbled
½ cup heavy cream
1 teaspoon butter
1 small onion, minced
⅔ pound ground beef
⅓ pound finely ground pork
1 large egg
1 tablespoon brown sugar (Optional)
1 teaspoon salt
¼ teaspoon ground black pepper
¼ teaspoon ground nutmeg
¼ teaspoon ground allspice
⅛ teaspoon ground ginger (Optional)
1 tablespoon butter
¼ cup chicken broth
3 tablespoons all-purpose flour, or as needed
2 cups beef broth, or as needed
½ (8 ounce) container sour cream","Paso 1: Preheat the oven to 350 degrees F (175 degrees C).
Paso 2: Place bread crumbs into a small bowl; mix in cream. Allow to stand until crumbs absorb cream, about 10 minutes.
Paso 3: Meanwhile, melt 1 teaspoon butter in a skillet over medium heat; cook and stir onion until light brown, about 10 minutes. Transfer onion to a mixing bowl.
Paso 4: Mix ground beef, ground pork, egg, brown sugar, salt, black pepper, nutmeg, allspice, and ginger with onion in the mixing bowl. Lightly mix in bread crumbs and cream.
Paso 5: Melt 1 tablespoon butter in a large skillet over medium heat. Pinch off about 1 ½ tablespoons meat mixture per meatball; form into balls. Place meatballs into the skillet and cook, turning often, until browned, about 5 minutes. Insides of meatballs will still be pink.
Paso 6: Place browned meatballs into a baking dish, pour in chicken broth, and cover with foil.
Paso 7: Bake in the preheated oven until meatballs are tender, about 40 minutes. Remove meatballs to a serving dish.
Paso 8: Pour pan drippings into a saucepan over medium heat. Whisk flour into drippings until smooth.
Paso 9: Gradually whisk in enough beef broth to total about 2 ½ cups liquid.
Paso 10: Bring gravy to a simmer, whisking constantly, until thickened, about 5 minutes.
Paso 11: Just before serving, whisk in sour cream. Season with salt and black pepper. Serve gravy with meatballs.",https://www.allrecipes.com/recipe/216564/swedish-meatballs-svenska-kottbullar/
